ticker,ann_return,ann_vol,sharpe,max_dd,alpha,beta,info_ratio,pct_positive,skewness
AEP,0.15413891295894322,0.1445469859355477,0.9328653146484005,-0.15064987603148192,0.12514145850356262,0.20052839626661076,0.3125930331475684,0.6440677966101694,-0.39812424288223824
AES,-0.03903835891765772,0.22099342614490328,-0.15765360095045713,-0.35973304859530103,-0.12704627083376607,1.2295153722563439,-0.6842967434072297,0.4406779661016949,-0.13903142120946413
AFL,0.03499671323682407,0.23601454083926937,0.17729760167393246,-0.3980672907771984,-0.08147007690845076,1.5515225375986301,-0.2416041067780558,0.5254237288135594,0.7106556941915964
AIG,0.0971672209844412,0.23898542468137535,0.4267818676854104,-0.40771736068653,-0.007844880402529175,1.3472588776766323,0.11089394346999655,0.6101694915254238,-0.2450085746871902
AIZ,0.1801164185368873,0.1832360023556724,0.8944384820637428,-0.2091272929760325,0.10840974085930521,0.7421818976693485,0.5014442852742195,0.6440677966101694,-0.5891981015267939
AJG,0.10729251773942039,0.1589503289131157,0.5968624503969553,-0.1338481204856503,0.01194249358835009,1.0177153181779368,0.12624161408595358,0.6440677966101694,0.5971313533949257
AKAM,0.017529656357035295,0.37377923462223545,0.17343144988234585,-0.47684212734824727,-0.05986378523164504,1.5499487881993346,-0.050184466596753075,0.4745762711864407,0.7124391165111169
ALB,0.01601479980774312,0.3355910760662909,0.15360391680486016,-0.4261421310112295,-0.10621434140048935,2.002639742686431,-0.11210847246436809,0.559322033898305,0.45824692762403846
ALGN,0.26376918882039635,0.3670809229681991,0.7617260383188699,-0.38081632341657373,0.11104693338408222,2.1318293011133935,0.6594314292802704,0.6101694915254238,1.235276812287329
ALL,0.17748240263108617,0.17095951446720914,0.9330137031952911,-0.28909885900290755,0.07021283422426516,1.1215047490317327,0.7038975689912937,0.6610169491525424,-0.8041785292721487
